#Gen gab gaB gAb gAB D D_prime r sigma2 sk2 delta X2 OR logOR dev_ab dev_aB dev_Ab dev_AB log_dev_ab log_dev_aB log_dev_Ab log_dev_AB recomb_diff anst_diff recomb_diff_pro anst_diff_pro pA pB ds_recomb ds_anst recomb
50 0.610284621631291 0.200744748943418 0.181603899287123 0.0073667301381678 -0.0319602270545077 -0.812679885146573 -0.201101064043721 0.433530638918223 0.395277678684644 -0.0382529602335787 -0.0882358864624431 0.123321223332464 -2.09296275602909 -0.0400311262637964 0.0118102393990879 0.0105867475970251 -0.00149234084910594 0.911945477086988 1.02756721487456 1.02467643255699 0.996569655329432 0.602917891493123 -0.0191408496562951 0.928120604907665 0.0546275176332919 0.188970629425291 0.208111479081586 -0.0374765839631503 -0.0124817909947297 0.1
51 0.61562814312302 0.198317168371987 0.178896438321853 0.00715825018313976 -0.0310714148115674 -0.812756659412767 -0.197610265085727 0.431043805719049 0.392799167494854 -0.0382446382241952 -0.0887256416094349 0.124211936088176 -2.0857660103309 -0.0392223076276931 0.0113585571870905 0.0101516980684281 -0.00141026673992312 0.913645442885219 1.02649906278546 1.02365048861333 0.996758007471313 0.608469892939879 -0.0194207300501339 0.93058442582722 0.0561062202343107 0.186054688504993 0.205475418555127 -0.0382251516336065 -0.0127306773213796 0.1
52 0.620833695245235 0.195952769781111 0.176255350415281 0.00695818455837397 -0.0302178486710409 -0.812831441282755 -0.194233587446757 0.428555915437909 0.390358202929115 -0.0381977125087937 -0.0891312221644691 0.125077014882015 -2.07882561234714 -0.0384336356839131 0.0109294239095279 0.00973899663431454 -0.00133364111432616 0.915306116051429 1.02548526371066 1.02267819590135 0.996933888002505 0.61387551068686 -0.0196974193658302 0.932927712345382 0.0575964318457816 0.183213534973655 0.202910954339485 -0.0389736621110993 -0.0129795191940157 0.1
53 0.625906072947352 0.193649407762498 0.173678412592574 0.0067661066975755 -0.0293977744674605 -0.812904298996616 -0.190965791901536 0.426068660625875 0.387952692954294 -0.0381159676715814 -0.0894596838349735 0.125917471235327 -2.07212857682627 -0.0376647202842801 0.0105214940866787 0.00934728846288642 -0.00126204610107587 0.91692809467544 1.02452248468513 1.02175621594978 0.997098249700553 0.619139966249778 -0.0199709951699238 0.935157927654086 0.0590980157371558 0.18044451929015 0.200415514460073 -0.0397221142815302 -0.0132283157478773 0.1
54 0.630849871632493 0.191405023036242 0.171163489887557 0.00658161544370822 -0.0286095404670936 -0.812975298100736 -0.18780194270942 0.423583623942746 0.385580763969165 -0.0380028599735816 -0.0897174910112159 0.126734267432247 -2.06566276703723 -0.0369151556679995 0.0101335136985824 0.00897531177511579 -0.0011950997924895 0.918512020653733 1.02360762818071 1.02088144827731 0.997251963816346 0.624268256188785 -0.020241533148685 0.937281984702069 0.0606108379115614 0.177745105331265 0.19798663847995 -0.0404705070312261 -0.013477066118603 0.1
55 0.635669496149821 0.189217638811503 0.16870853169071 0.00640433334796639 -0.0278515906613944 -0.813044501552014 -0.184737386664953 0.421102283056964 0.383240737095052 -0.037861545961912 -0.0899105692019969 0.127528319274078 -2.05941682709331 -0.0361845243077693 0.00976431334181724 0.00862189082909922 -0.00113245284410323 0.920058571521619 1.02273781351218 1.02005101147586 0.997395827717726 0.629265162801855 -0.0205091071207928 0.939306292709917 0.0621347670295712 0.175112865038676 0.195621972159469 -0.0412188392469487 -0.0137257694422387 0.1
56 0.640369169407997 0.187085357277551 0.166311568222346 0.00623390509210659 -0.0271224585342668 -0.813111969819824 -0.181767733810017 0.418626015516061 0.380931106987516 -0.0376949085285451 -0.0900443525519471 0.128300498666494 -2.05338012064562 -0.0354724002447256 0.00941280193331471 0.00828592946881588 -0.00107378542167745 0.921568453272723 1.0219103598488 1.01926222593556 0.997530571761785 0.634135264315891 -0.0207737890552053 0.941236799293964 0.0636696743340129 0.172545473314452 0.193319262369658 -0.0419671098159007 -0.0139744248552462 0.1
57 0.644952940617475 0.185006356225555 0.163970707132154 0.00606999602481603 -0.0264207612685059 -0.813177760985471 -0.178888839659945 0.416156103554671 0.378650522905854 -0.0375055806488163 -0.0901238269208495 0.129051636049827 -2.04754267525489 -0.0347783519729576 0.00907796091597573 0.00796640519032607 -0.00101880445775227 0.923042394056624 1.02112277068235 1.01851259805848 0.997656865478301 0.638882944592658 -0.0210356490934018 0.943079028652776 0.0652154335759478 0.17004070315697 0.191076352250371 -0.0427153176257351 -0.0142230314945089 0.1
58 0.649424693170802 0.182978885800497 0.161684130225214 0.00591229080348744 -0.0257451943592407 -0.813241930838895 -0.176096788810392 0.413693738813435 0.376397771803903 -0.0372959670095314 -0.0901535689578104 0.129782522682143 -2.04189513183546 -0.0341019449273402 0.00875883892454715 0.00766236368231075 -0.000967241184283352 0.924481138657266 1.0203727196177 1.01779980582352 0.997775323137559 0.643512402367314 -0.0212947555752836 0.944838116219483 0.0667719209419223 0.167596421028701 0.188891176603985 -0.043463461564563 -0.0144715884973405 0.1
59 0.653788152171137 0.181001265381772 0.15945009031367 0.00576049213342047 -0.0250945266045068 -0.813304532972472 -0.173387879804646 0.41124002694758 0.374171763229837 -0.0370682637177437 -0.0901377815600346 0.130493912784293 -2.03642869863841 -0.0334427436222441 0.00845454687364026 0.00737291380143055 -0.000918848911698647 0.925885443665288 1.01965803736473 1.01712168557789 0.997886508767679 0.648027660037715 -0.0215511750681016 0.946518840138681 0.0683390149825709 0.165210582447091 0.186761757515193 -0.0442115405209615 -0.0147200950014925 0.1
60 0.658046891620034 0.179071880590375 0.157266908192515 0.00561431959707559 -0.0244675954452505 -0.813365618871801 -0.170758611152614 0.408795992108564 0.371971515844465 -0.0368244762640991 -0.0900803260671881 0.131186525555577 -2.03113510930442 -0.0328003134831996 0.00816425343293855 0.00709722294628715 -0.000873401028075615 0.927256073266758 1.01897669982209 1.01647621994325 0.997990940679372 0.652432572022959 -0.0218049723978605 0.948125649887353 0.0699165965426435 0.16288122778959 0.184686200187451 -0.0449595533839817 -0.0149685501451617 0.1
61 0.662204341276036 0.177189180420056 0.155132969737337 0.00547350856657009 -0.0238633026290939 -0.813425238003404 -0.168205668403022 0.406362581286156 0.369796145387295 -0.036566435898861 -0.0899847515072048 0.131861047068164 -2.02600658457192 -0.0321742224087075 0.00788718085756215 0.00683451279681659 -0.000830689195101722 0.928593795579225 1.01832681715417 1.01586152673487 0.99808909554962 0.656730832709467 -0.022056210682719 0.949662692324506 0.0715045486924976 0.160606478303907 0.182662688986626 -0.0457074990431569 -0.0152169530669969 0.1
62 0.666263793196017 0.17535167448941 0.153046723121443 0.00533780919312995 -0.0232806101740908 -0.813483437899305 -0.165725912179687 0.403940668501682 0.367644853937289 -0.0362958145643923 -0.0898543211779659 0.132518132047922 -2.02103579727368 -0.0315640420950929 0.00762260114424602 0.00658405538874666 -0.000790521720095851 0.929899379473462 1.0177066237717 1.01527584880249 0.998181412110163 0.660925984002887 -0.0223049513679666 0.951133835423568 0.0731027566611121 0.158384532314573 0.18068948368254 -0.0464553763885103 -0.0154653029061076 0.1
63 0.670228407971398 0.173557930411557 0.151006676149348 0.00520698546769638 -0.0227185366104648 -0.813540264238481 -0.163316367101016 0.401531058845984 0.365516920331277 -0.036014138514707 -0.0896920368207954 0.133158405548835 -2.01621584029688 -0.0309693491534643 0.0073698324864619 0.00634516949532609 -0.000752722085677065 0.931173591825987 1.01711446913539 1.01471754470996 0.99826829448162 0.665021422503701 -0.0225512542622095 0.952542689914378 0.074711107770633 0.156213661617044 0.178764915879254 -0.0472031843105629 -0.0157135988020709 0.1
64 0.674101220671396 0.171806571277859 0.14901139370341 0.00508081434733587 -0.0221761534799741 -0.813595760925205 -0.160974211509356 0.39913449235805 0.363411691617275 -0.0357228007407749 -0.0895006606162446 0.133782464527756 -2.01154019721791 -0.0303897260444609 0.00712823600388443 0.00611721729089593 -0.000717127620706914 0.932417195153373 1.01654880930937 1.0141850801789 0.998350115189646 0.66902040632406 -0.0227951775744493 0.953892629037573 0.0763294913724782 0.154092208050745 0.176887385625195 -0.0479509217003428 -0.0159618398949387 0.1
65 0.677885146505444 0.170096273251909 0.147059495300129 0.00495908494251801 -0.0216525820740668 -0.813649970164311 -0.158696767943587 0.396751647742244 0.361328575432877 -0.0354230723093669 -0.0892827352096596 0.134390879325805 -2.00700271535502 -0.0298247618534741 0.00689721272368549 0.00589960127303957 -0.000683588297934479 0.93363094558474 1.01600819919827 1.01367702022856 0.998427217895571 0.672926061562927 -0.0230367779517795 0.955186806592823 0.0779577987850121 0.152018580242647 0.175055358194427 -0.0486985874493912 -0.0162100253252463 0.1
66 0.681582986216771 0.16842576326999 0.14514965275253 0.00484159776070945 -0.0211469903934141 -0.813702932533438 -0.156481494294358 0.394383145923728 0.359267033210391 -0.035116112713337 -0.089040601953432 0.134984195062322 -2.00259758100979 -0.0292740529263801 0.00667620079304867 0.00569176142203113 -0.000651965645368142 0.934815591133516 1.01549128540798 1.0131920219506 0.998499919870476 0.676741388456061 -0.0232761105174602 0.956428173443451 0.0795959232327906 0.149991250513239 0.173267361030699 -0.0494461804497718 -0.0164581542340184 0.1
67 0.685197431218909 0.166793816844085 0.14328058793492 0.00472816400208683 -0.0206585903127182 -0.813754687052316 -0.154325975586861 0.392029553443018 0.357226574120791 -0.0348029793222271 -0.0887764175342605 0.135562932946929 -1.99831929669297 -0.0287372033834653 0.00646467290404428 0.00549317257811707 -0.000622131759809643 0.935971870233858 1.01499679967572 1.0127288278632 0.998568514238555 0.680469267216821 -0.0235132289091652 0.957619492623139 0.0812437597873703 0.148008751937007 0.171521980846172 -0.050193699594078 -0.0167062257627776 0.1
68 0.688731068486662 0.165199255963534 0.141451070646306 0.00461860490349826 -0.0201866349359109 -0.813805271249162 -0.152227916340938 0.389691385691731 0.355206749677806 -0.0344846360139244 -0.0884921691371537 0.136127591514861 -1.99416266015183 -0.028213825527156 0.00626213391360417 0.00530334201882571 -0.000593968412235993 0.937100510510848 1.01452355282025 1.01228625979411 0.998633272012836 0.684112463583164 -0.0237481853172275 0.958763353175489 0.082901205309674 0.146069675549804 0.169817860867032 -0.0509411437754415 -0.0169542390535515 0.1
69 0.692186385212744 0.163640947091441 0.13965991656871 0.00451275112710441 -0.0197304161279803 -0.813854721224269 -0.150185133462763 0.38736910999246 0.353207148931797 -0.0341619610606625 -0.088189688282908 0.136678647790424 -1.9901227450352 -0.0277035401573231 0.00606811864279862 0.00512180722001605 -0.000567366235822829 0.938202227757011 1.01407042916726 1.011863213247 0.998694443943924 0.68767363408564 -0.0239810305227313 0.959862182843888 0.0845681583939054 0.144172667695815 0.168153698218546 -0.0516885118875398 -0.0172021932488805 0.1
70 0.695565773240957 0.162117799251978 0.137905985316658 0.00441044219040771 -0.0192892622107066 -0.813903071710872 -0.148195549626367 0.385063148526435 0.351227394190486 -0.0338357543359494 -0.0878706634624281 0.137216558383102 -1.98619488304907 -0.0272059768063087 0.0058821898409548 0.00494813378576434 -0.00054222398838527 0.939277725090671 1.01363638140965 1.01145865220958 0.998752262200209 0.691155331050547 -0.0242118139353202 0.960918259717296 0.0862445193129854 0.142316427507065 0.166528241442385 -0.0524358028246042 -0.0174500874918248 0.1
71 0.698871533286443 0.160628762204769 0.136188178574154 0.0043115259346338 -0.0188625358105466 -0.813950356133383 -0.146257187106881 0.382773881113158 0.349267137210293 -0.0335067439028649 -0.0875366516791135 0.137741760520553 -1.98237464747092 -0.0267207739043785 0.00570393630137831 0.00478191353345205 -0.000518447881884415 0.94032769227438 1.01322042586555 1.01107160436594 0.998806941896067 0.694560007351809 -0.0244405836306146 0.961933722926998 0.0879301899654919 0.140499704508788 0.164940288139403 -0.0531830154814279 -0.0176979209259718 0.1
72 0.702105878953147 0.159172824702668 0.13450543831552 0.00421585802866489 -0.0184496318477943 -0.813996606663086 -0.144368162030681 0.380501647846633 0.347326055807984 -0.0331755920386481 -0.0871890889997408 0.138254673022445 -1.9786578379036 -0.0262475788850344 0.00553297111655633 0.00462276272157594 -0.000495950972422017 0.941352805174041 1.0128216381007 1.01070115667876 0.998858682482869 0.697890020924483 -0.0246673863871489 0.962910582479916 0.0896250738240871 0.138721296344184 0.163388682731333 -0.0539301487533738 -0.0179456926954439 0.1
73 0.705270940558252 0.157749012829277 0.13285674510653 0.00412330150594108 -0.0180499756569656 -0.814041854271372 -0.142526679010575 0.378246751593111 0.345403850847635 -0.0328429007454764 -0.0868293002045561 0.138755697218831 -1.97504046616195 -0.0257860482385006 0.00536893006174057 0.00447032040885604 -0.000474652604834184 0.942353725341479 1.01243914888467 1.01034645131045 0.998907669016055 0.701147639052312 -0.0248922677227474 0.963850728305703 0.0913290758853951 0.136980046612471 0.161872314335218 -0.0546772015363822 -0.018193401944906 0.1
74 0.708368768772965 0.156356388412685 0.131241116482404 0.00403372633194527 -0.0176630212291101 -0.814086128780628 -0.140731026136896 0.376009460355478 0.343500243562726 -0.0325092167927519 -0.0864585076184463 0.139245217816516 -1.97151874319522 -0.025335847520691 0.00521147009674049 0.00432424693418163 -0.000454477906607132 0.943331099705133 1.01207214045311 1.01000668185477 0.998954073310172 0.704335042441021 -0.0251152719302812 0.964755938587259 0.0930421026213131 0.135274842814349 0.16039011474463 -0.0554241727269794 -0.0184410478195723 0.1
75 0.711401338088639 0.15499404751202 0.129657605399271 0.00394700900007066 -0.0172882495674511 -0.814129458912857 -0.138979570297773 0.373790009509526 0.341614973177413 -0.0321750363321132 -0.0860778391972864 0.139723603716647 -1.9680890669581 -0.0248966513240966 0.00506026797660788 0.00418422250781492 -0.00043535732638287 0.944285560355241 1.01171984305092 1.00968108985325 0.998998054992578 0.707454329088568 -0.0253364421127489 0.965627887437609 0.0947640619317117 0.133604614399342 0.15894105651209 -0.0561710612222848 -0.0186886294652144 0.1
76 0.714370550116819 0.153661118973495 0.128105298755847 0.00386303215383863 -0.0169251671484007 -0.814171872336124 -0.137270752804126 0.371588603917466 0.339747794794854 -0.0318408091226117 -0.0856883359363838 0.140191208786537 -1.96474801115126 -0.0244681432162456 0.00491501896267207 0.00404994590507573 -0.000417226212808032 0.945217724411413 1.01138153173304 1.00936896157301 0.999039762465387 0.710507517962981 -0.025555820217648 0.966468151980021 0.0964948630985173 0.131968330909686 0.157524151127334 -0.0569178659200191 -0.0189361460281678 0.1
77 0.717278236731457 0.152356763052775 0.126583315982177 0.00378168423359024 -0.0165733044805864 -0.814213395708915 -0.135603085296905 0.36940541992397 0.337898477523856 -0.0315069424001145 -0.085290958661622 0.140648372588548 -1.96149231475987 -0.0240500156507033 0.00477543562609417 0.00392113325446359 -0.000400024429911674 0.946128193961814 1.01105652340219 1.00906962502446 0.999079333784299 0.713496552497866 -0.0257734470705978 0.967278218882853 0.0982344167411223 0.130365000215768 0.156138447286365 -0.0576645857185121 -0.0191835966553406 0.1
78 0.720126163061108 0.151080170100582 0.125090807692392 0.00370285914591747 -0.0162322147550805 -0.814254054722511 -0.133975145915968 0.367240607240076 0.336066802818163 -0.0311738044219131 -0.0848865942581721 0.141095421068652 -1.95831887232497 -0.0236419698549749 0.00464124673675843 0.00379751691284372 -0.000383696005583746 0.947017556064444 1.01074417406412 1.0087824471995 0.999116897462068 0.716423303915189 -0.02598936240819 0.968059490395757 0.0999826347731027 0.12879366683831 0.1547830292465 -0.0584112195167111 -0.0194309804942195 0.1
79 0.72291603033862 0.149830559308602 0.123626954398547 0.00362645595423199 -0.015901472580522 -0.81429387414144 -0.132385575711645 0.365094290720155 0.334252563005449 -0.0308417277147054 -0.0844760613864149 0.14153266720715 -1.95522472488898 -0.0232437156991279 0.00451219623091092 0.00367884442093477 -0.000368188810070475 0.947886382802 1.01044387628317 1.00850683151234 0.999152573203596 0.719289574384388 -0.0262036049100552 0.968813289929489 0.101739430360215 0.127253410352779 0.153457015262834 -0.059157766214188 -0.0196782966928781 0.1
80 0.725649478615423 0.148607177512856 0.122190965282731 0.00355237858899012 -0.0155806727972927 -0.814332877842112 -0.130833075281563 0.36296657203708 0.332455559985479 -0.0305110120516005 -0.0840601157301161 0.141960411633833 -1.95220705156144 -0.0228549715484822 0.00438804225149772 0.00356487753289488 -0.000353454261710625 0.948735231382855 1.01015505682185 1.00824221542683 0.999186472578943 0.722097100026432 -0.0264162122301251 0.969540867217682 0.103504717879625 0.125743343871721 0.152159556101846 -0.0599042247111475 -0.0199255443999838 0.1
81 0.728328089347227 0.147409298051829 0.120782077024739 0.00348053557620453 -0.0152694293653367 -0.814371088849703 -0.129316401616709 0.360857531260598 0.330675604079101 -0.0301819271814973 -0.0836394548176991 0.142378943209738 -1.94926316165635 -0.0224754641032993 0.00426855625564953 0.00345539131431281 -0.000339447057411799 0.949564644281453 1.00987717445017 1.00798806825529 0.999218699639939 0.724847553771023 -0.02662722102709 0.970243403095397 0.105278412880356 0.124262612600944 0.150889833628034 -0.0606505939084347 -0.0201727227648054 0.1
82 0.730953387857559 0.146236219676755 0.119399552682711 0.00341083978297537 -0.01496737432061 -0.814408529373376 -0.127834365141965 0.358767228343761 0.328912513011683 -0.0298547153320782 -0.0832147224536134 0.142788539577522 -1.94639048735663 -0.0221049282280175 0.00415352218421264 0.00335017330337781 -0.000326124925612098 0.950375149412267 1.00960971791116 1.00774388911541 0.999249351485497 0.727542548074583 -0.0268366669940442 0.970922013926098 0.107060432044905 0.122810392465686 0.149647059459731 -0.0613968727075433 -0.0204198309372199 0.1
83 0.733526845685296 0.145087265511579 0.118042680624256 0.00334320817886857 -0.0146741567955152 -0.814445220839907 -0.126385826937516 0.356695704522123 0.327166111016328 -0.0295295935057951 -0.082786512793466 0.143189467682316 -1.943586576865 -0.0217431067722713 0.00404273568863954 0.00324902273042713 -0.000313448399692896 0.951167260332081 1.00935220403045 1.00750920503273 0.999278518780273 0.730183637506433 -0.0270445848873233 0.971577755705812 0.108850693152011 0.121385888803124 0.148430473690448 -0.0621430600106234 -0.0206668680677207 0.1
